biome_lineage,biome_name,sample_accession,host_scientific_name,run_accession,experiment_type
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418343,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418344,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418345,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418347,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418348,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418393,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5627022,Apis mellifera,SRR10418394,unknown
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5949657,Apis mellifera,SRR10838798,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926279,,SRR10810013,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926274,,SRR10810018,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926283,,SRR10810008,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926253,,SRR10810039,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926254,,SRR10810038,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926263,,SRR10810029,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926258,,SRR10810034,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926264,,SRR10810028,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926273,,SRR10810019,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926270,,SRR10810022,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926269,,SRR10810023,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926266,,SRR10810026,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926268,,SRR10810024,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926277,,SRR10810015,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926287,,SRR10810005,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926260,,SRR10810032,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926286,,SRR10810006,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926290,,SRR10810003,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926281,,SRR10810011,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926261,,SRR10810031,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926280,,SRR10810012,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926257,,SRR10810035,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926265,,SRR10810027,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926289,,SRR10810002,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926288,,SRR10810004,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926259,,SRR10810033,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926251,,SRR10810041,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926262,,SRR10810030,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926272,,SRR10810020,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926282,,SRR10810010,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926278,,SRR10810014,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926255,,SRR10810037,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926284,,SRR10810007,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926252,,SRR10810040,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926271,,SRR10810021,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926275,,SRR10810017,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926256,,SRR10810036,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926285,,SRR10810009,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926267,,SRR10810025,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS5926276,,SRR10810016,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974025,,SRR12181032,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974001,,SRR12181056,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974067,,SRR12180990,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974092,,SRR12180965,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974109,,SRR12180948,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974066,,SRR12180991,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974055,,SRR12181002,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974009,,SRR12181048,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974016,,SRR12181041,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974069,,SRR12180988,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974074,,SRR12180983,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974103,,SRR12180954,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974031,,SRR12181026,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974002,,SRR12181055,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974050,,SRR12181007,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974089,,SRR12180968,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974059,,SRR12180998,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974073,,SRR12180984,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974076,,SRR12180981,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974037,,SRR12181020,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974118,,SRR12180939,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974051,,SRR12181006,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974021,,SRR12181036,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974035,,SRR12181022,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974085,,SRR12180972,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974121,,SRR12180936,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974087,,SRR12180970,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974112,,SRR12180945,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974042,,SRR12181015,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974027,,SRR12181030,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974012,,SRR12181045,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974080,,SRR12180977,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974041,,SRR12181016,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974047,,SRR12181010,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974040,,SRR12181017,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974122,,SRR12180935,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974029,,SRR12181028,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974010,,SRR12181047,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6973998,,SRR12181059,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974003,,SRR12181054,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974094,,SRR12180963,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974061,,SRR12180996,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974007,,SRR12181050,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974034,,SRR12181023,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974119,,SRR12180938,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974095,,SRR12180962,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974110,,SRR12180947,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974026,,SRR12181031,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974058,,SRR12180999,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974111,,SRR12180946,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974006,,SRR12181051,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974079,,SRR12180978,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974062,,SRR12180995,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974077,,SRR12180980,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974045,,SRR12181012,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974017,,SRR12181040,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974020,,SRR12181037,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974104,,SRR12180953,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974107,,SRR12180950,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974120,,SRR12180937,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974036,,SRR12181021,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974049,,SRR12181008,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974105,,SRR12180952,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974053,,SRR12181004,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974102,,SRR12180955,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974101,,SRR12180956,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974044,,SRR12181013,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974071,,SRR12180986,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974098,,SRR12180959,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974046,,SRR12181011,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974064,,SRR12180993,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974030,,SRR12181027,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974008,,SRR12181049,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974093,,SRR12180964,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974013,,SRR12181044,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974023,,SRR12181034,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974100,,SRR12180957,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974039,,SRR12181018,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974063,,SRR12180994,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974114,,SRR12180943,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974083,,SRR12180974,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974018,,SRR12181039,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974000,,SRR12181057,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974086,,SRR12180971,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974022,,SRR12181035,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974090,,SRR12180967,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974028,,SRR12181029,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974054,,SRR12181003,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974084,,SRR12180973,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974097,,SRR12180960,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275624,,SRR17188269,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974096,,SRR12180961,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275621,,SRR17188272,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275608,,SRR17188285,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974106,,SRR12180951,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275598,,SRR17188295,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974099,,SRR12180958,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275593,,SRR17188300,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275605,,SRR17188288,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974117,,SRR12180940,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275594,,SRR17188299,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974057,,SRR12181000,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275616,,SRR17188277,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275620,,SRR17188273,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974078,,SRR12180979,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974043,,SRR12181014,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275601,,SRR17188292,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275607,,SRR17188286,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974065,,SRR12180992,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275613,,SRR17188280,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974081,,SRR12180976,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275611,,SRR17188282,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974004,,SRR12181053,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974032,,SRR12181025,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275597,,SRR17188296,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974052,,SRR12181005,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275615,,SRR17188278,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275604,,SRR17188289,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974091,,SRR12180966,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275606,,SRR17188287,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974082,,SRR12180975,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275623,,SRR17188270,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974070,,SRR12180987,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275600,,SRR17188293,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974015,,SRR12181042,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275622,,SRR17188271,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275596,,SRR17188297,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974056,,SRR12181001,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275618,,SRR17188275,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275619,,SRR17188274,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275614,,SRR17188279,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974116,,SRR12180941,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275609,,SRR17188284,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275610,,SRR17188283,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974072,,SRR12180985,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275612,,SRR17188281,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974005,,SRR12181052,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275599,,SRR17188294,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275617,,SRR17188276,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974088,,SRR12180969,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275602,,SRR17188291,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974048,,SRR12181009,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974038,,SRR12181019,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275595,,SRR17188298,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS11275603,,SRR17188290,metagenomic
root:Host-associated:Insecta,Insecta (excl. sub-lineages),SRS6974024,,SRR12181033,metagenomic
